Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),United States of America,2002,10.63
Age-standardized suicide rates (per 100 000 population),Namibia,2002,10.71
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2002,10.71
Age-standardized suicide rates (per 100 000 population),Lithuania,2002,10.72
Age-standardized suicide rates (per 100 000 population),Kiribati,2002,10.73
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2002,10.74
Age-standardized suicide rates (per 100 000 population),Madagascar,2002,10.78
Age-standardized suicide rates (per 100 000 population),Ghana,2002,10.96
Age-standardized suicide rates (per 100 000 population),Fiji,2002,10.96
Age-standardized suicide rates (per 100 000 population),Mauritius,2002,10.97
Age-standardized suicide rates (per 100 000 population),Germany,2002,11
Age-standardized suicide rates (per 100 000 population),Norway,2002,11.01
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2002,11.05
Age-standardized suicide rates (per 100 000 population),Denmark,2002,11.18
Age-standardized suicide rates (per 100 000 population),China,2002,11.23
Age-standardized suicide rates (per 100 000 population),Pakistan,2002,11.26
Age-standardized suicide rates (per 100 000 population),Singapore,2002,11.27
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2002,11.3
Age-standardized suicide rates (per 100 000 population),South Sudan,2002,11.37
Age-standardized suicide rates (per 100 000 population),Congo,2002,11.46
Age-standardized suicide rates (per 100 000 population),Gambia,2002,11.48
Age-standardized suicide rates (per 100 000 population),Ireland,2002,11.53
Age-standardized suicide rates (per 100 000 population),Netherlands,2002,11.65
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2002,11.69
Age-standardized suicide rates (per 100 000 population),Iceland,2002,11.75
Age-standardized suicide rates (per 100 000 population),Rwanda,2002,11.76
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2002,11.78
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2002,11.79
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2002,11.88
Age-standardized suicide rates (per 100 000 population),Ecuador,2002,11.92
Age-standardized suicide rates (per 100 000 population),Djibouti,2002,11.96
Age-standardized suicide rates (per 100 000 population),Haiti,2002,12.09
Age-standardized suicide rates (per 100 000 population),New Zealand,2002,12.16
Age-standardized suicide rates (per 100 000 population),Suriname,2002,12.23
Age-standardized suicide rates (per 100 000 population),Romania,2002,12.32
Age-standardized suicide rates (per 100 000 population),Czechia,2002,12.37
Age-standardized suicide rates (per 100 000 population),China,2002,12.52
Age-standardized suicide rates (per 100 000 population),Burundi,2002,12.56
Age-standardized suicide rates (per 100 000 population),Zambia,2002,12.57
Age-standardized suicide rates (per 100 000 population),Sweden,2002,12.62
Age-standardized suicide rates (per 100 000 population),Costa Rica,2002,12.69
Age-standardized suicide rates (per 100 000 population),Slovakia,2002,12.74
Age-standardized suicide rates (per 100 000 population),Georgia,2002,12.77
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2002,12.79
Age-standardized suicide rates (per 100 000 population),Cuba,2002,12.91
Age-standardized suicide rates (per 100 000 population),Niger,2002,12.93
Age-standardized suicide rates (per 100 000 population),South Africa,2002,12.95
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2002,12.95
Age-standardized suicide rates (per 100 000 population),Bulgaria,2002,12.97
Age-standardized suicide rates (per 100 000 population),Russian Federation,2002,13.08
Age-standardized suicide rates (per 100 000 population),Bahrain,2002,13.08
Age-standardized suicide rates (per 100 000 population),Luxembourg,2002,13.22
Age-standardized suicide rates (per 100 000 population),Morocco,2002,13.31
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2002,13.32
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2002,13.47
Age-standardized suicide rates (per 100 000 population),Comoros,2002,13.48
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2002,13.53
Age-standardized suicide rates (per 100 000 population),Nigeria,2002,13.63
Age-standardized suicide rates (per 100 000 population),Central African Republic,2002,13.65
Age-standardized suicide rates (per 100 000 population),Guatemala,2002,13.67
Age-standardized suicide rates (per 100 000 population),Belize,2002,13.68
Age-standardized suicide rates (per 100 000 population),Senegal,2002,13.73
Age-standardized suicide rates (per 100 000 population),Singapore,2002,13.76
Age-standardized suicide rates (per 100 000 population),Kenya,2002,13.91
Age-standardized suicide rates (per 100 000 population),Haiti,2002,13.93
Age-standardized suicide rates (per 100 000 population),China,2002,13.98
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2002,14
Age-standardized suicide rates (per 100 000 population),Fiji,2002,14.13
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2002,14.22
Age-standardized suicide rates (per 100 000 population),Guinea,2002,14.42
Age-standardized suicide rates (per 100 000 population),Guyana,2002,14.64
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2002,14.85
Age-standardized suicide rates (per 100 000 population),Benin,2002,14.86
Age-standardized suicide rates (per 100 000 population),Croatia,2002,14.9
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2002,15.03
Age-standardized suicide rates (per 100 000 population),Austria,2002,15.11
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2002,15.16
Age-standardized suicide rates (per 100 000 population),Poland,2002,15.24
Age-standardized suicide rates (per 100 000 population),Thailand,2002,15.44
Age-standardized suicide rates (per 100 000 population),Madagascar,2002,15.46
Age-standardized suicide rates (per 100 000 population),France,2002,15.59
Age-standardized suicide rates (per 100 000 population),Portugal,2002,15.66
Age-standardized suicide rates (per 100 000 population),Chad,2002,15.78
Age-standardized suicide rates (per 100 000 population),Samoa,2002,15.8
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2002,15.81
Age-standardized suicide rates (per 100 000 population),Gambia,2002,15.82
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2002,15.91
Age-standardized suicide rates (per 100 000 population),Lesotho,2002,15.93
Age-standardized suicide rates (per 100 000 population),India,2002,15.95
Age-standardized suicide rates (per 100 000 population),Switzerland,2002,15.98
Age-standardized suicide rates (per 100 000 population),Norway,2002,16.16
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2002,16.19
Age-standardized suicide rates (per 100 000 population),Australia,2002,16.22
Age-standardized suicide rates (per 100 000 population),Pakistan,2002,16.27
Age-standardized suicide rates (per 100 000 population),Canada,2002,16.29
Age-standardized suicide rates (per 100 000 population),Malawi,2002,16.54
Age-standardized suicide rates (per 100 000 population),Somalia,2002,16.57
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2002,16.59
Age-standardized suicide rates (per 100 000 population),Denmark,2002,16.6
Age-standardized suicide rates (per 100 000 population),Seychelles,2002,16.71
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2002,16.74
Age-standardized suicide rates (per 100 000 population),Gabon,2002,16.85
Age-standardized suicide rates (per 100 000 population),Ethiopia,2002,16.93
Age-standardized suicide rates (per 100 000 population),Djibouti,2002,16.93
Age-standardized suicide rates (per 100 000 population),Chile,2002,16.98
Age-standardized suicide rates (per 100 000 population),Belgium,2002,17.12
Age-standardized suicide rates (per 100 000 population),Argentina,2002,17.19
Age-standardized suicide rates (per 100 000 population),Germany,2002,17.2
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2002,17.21
Age-standardized suicide rates (per 100 000 population),Angola,2002,17.24
Age-standardized suicide rates (per 100 000 population),United States of America,2002,17.28
Age-standardized suicide rates (per 100 000 population),Mauritius,2002,17.55
Age-standardized suicide rates (per 100 000 population),Iceland,2002,17.74
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2002,17.81
Age-standardized suicide rates (per 100 000 population),Montenegro,2002,17.81
Age-standardized suicide rates (per 100 000 population),Serbia,2002,17.85
Age-standardized suicide rates (per 100 000 population),Japan,2002,17.88
Age-standardized suicide rates (per 100 000 population),Nepal,2002,17.89
Age-standardized suicide rates (per 100 000 population),Uruguay,2002,17.9
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2002,18.01
Age-standardized suicide rates (per 100 000 population),Togo,2002,18.08
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2002,18.13
Age-standardized suicide rates (per 100 000 population),India,2002,18.16
Age-standardized suicide rates (per 100 000 population),Sweden,2002,18.49
Age-standardized suicide rates (per 100 000 population),New Zealand,2002,18.67
Age-standardized suicide rates (per 100 000 population),Ireland,2002,18.79
Age-standardized suicide rates (per 100 000 population),Cuba,2002,18.86
Age-standardized suicide rates (per 100 000 population),Finland,2002,19.18
Age-standardized suicide rates (per 100 000 population),Botswana,2002,19.18
Age-standardized suicide rates (per 100 000 population),Cameroon,2002,19.23
Age-standardized suicide rates (per 100 000 population),Ghana,2002,19.52
Age-standardized suicide rates (per 100 000 population),Congo,2002,19.77
Age-standardized suicide rates (per 100 000 population),Cyprus,2002,2.03
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2002,2.07
Age-standardized suicide rates (per 100 000 population),Peru,2002,2.07
Age-standardized suicide rates (per 100 000 population),Philippines,2002,2.11
Age-standardized suicide rates (per 100 000 population),Brazil,2002,2.16
Age-standardized suicide rates (per 100 000 population),Lebanon,2002,2.19
Age-standardized suicide rates (per 100 000 population),Jordan,2002,2.22
Age-standardized suicide rates (per 100 000 population),Greece,2002,2.29
Age-standardized suicide rates (per 100 000 population),Colombia,2002,2.32
Age-standardized suicide rates (per 100 000 population),Panama,2002,2.34
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2002,2.4
Age-standardized suicide rates (per 100 000 population),Myanmar,2002,2.42
Age-standardized suicide rates (per 100 000 population),Italy,2002,2.42
Age-standardized suicide rates (per 100 000 population),Bahamas,2002,2.44
Age-standardized suicide rates (per 100 000 population),Qatar,2002,2.47
Age-standardized suicide rates (per 100 000 population),Belize,2002,2.56
Age-standardized suicide rates (per 100 000 population),Tunisia,2002,2.57
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2002,2.62
Age-standardized suicide rates (per 100 000 population),Malta,2002,2.68
Age-standardized suicide rates (per 100 000 population),Egypt,2002,2.7
Age-standardized suicide rates (per 100 000 population),Tajikistan,2002,2.73
Age-standardized suicide rates (per 100 000 population),Georgia,2002,2.75
Age-standardized suicide rates (per 100 000 population),Israel,2002,2.76
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2002,2.79
Age-standardized suicide rates (per 100 000 population),Nepal,2002,2.8
Age-standardized suicide rates (per 100 000 population),Cyprus,2002,2.81
Age-standardized suicide rates (per 100 000 population),Nicaragua,2002,2.81
Age-standardized suicide rates (per 100 000 population),Lebanon,2002,2.88
Age-standardized suicide rates (per 100 000 population),Malaysia,2002,2.88
Age-standardized suicide rates (per 100 000 population),Kuwait,2002,2.9
Age-standardized suicide rates (per 100 000 population),Chile,2002,2.94
Age-standardized suicide rates (per 100 000 population),Spain,2002,2.95
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2002,2.98
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2002,20.27
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2002,20.34
Age-standardized suicide rates (per 100 000 population),India,2002,20.43
Age-standardized suicide rates (per 100 000 population),Uganda,2002,20.48
Age-standardized suicide rates (per 100 000 population),Burundi,2002,20.51
Age-standardized suicide rates (per 100 000 population),Rwanda,2002,20.73
Age-standardized suicide rates (per 100 000 population),Mozambique,2002,20.83
Age-standardized suicide rates (per 100 000 population),Czechia,2002,20.88
Age-standardized suicide rates (per 100 000 population),Luxembourg,2002,21
Age-standardized suicide rates (per 100 000 population),Bulgaria,2002,21
Age-standardized suicide rates (per 100 000 population),Romania,2002,21.3
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2002,21.46
Age-standardized suicide rates (per 100 000 population),Eritrea,2002,22.07
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2002,22.07
Age-standardized suicide rates (per 100 000 population),Kenya,2002,22.12
Age-standardized suicide rates (per 100 000 population),Zambia,2002,22.32
Age-standardized suicide rates (per 100 000 population),Senegal,2002,22.46
Age-standardized suicide rates (per 100 000 population),Hungary,2002,22.79
Age-standardized suicide rates (per 100 000 population),Vanuatu,2002,22.85
Age-standardized suicide rates (per 100 000 population),Switzerland,2002,22.86
Age-standardized suicide rates (per 100 000 population),Mongolia,2002,22.89
Age-standardized suicide rates (per 100 000 population),Slovenia,2002,22.94
Age-standardized suicide rates (per 100 000 population),Slovakia,2002,23.27
Age-standardized suicide rates (per 100 000 population),Samoa,2002,23.37
Age-standardized suicide rates (per 100 000 population),France,2002,23.51
Age-standardized suicide rates (per 100 000 population),Ethiopia,2002,23.66
Age-standardized suicide rates (per 100 000 population),Benin,2002,23.92
Age-standardized suicide rates (per 100 000 population),Guatemala,2002,23.98
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2002,24.23
Age-standardized suicide rates (per 100 000 population),Croatia,2002,24.36
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2002,24.7
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2002,24.71
Age-standardized suicide rates (per 100 000 population),Chad,2002,24.8
Age-standardized suicide rates (per 100 000 population),Austria,2002,24.93
Age-standardized suicide rates (per 100 000 population),Belgium,2002,25.34
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2002,25.52
Age-standardized suicide rates (per 100 000 population),Estonia,2002,25.76
Age-standardized suicide rates (per 100 000 population),Somalia,2002,25.85
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2002,26.03
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2002,26.22
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2002,26.28
Age-standardized suicide rates (per 100 000 population),Namibia,2002,26.29
Age-standardized suicide rates (per 100 000 population),Poland,2002,26.65
Age-standardized suicide rates (per 100 000 population),Japan,2002,26.68
Age-standardized suicide rates (per 100 000 population),Montenegro,2002,27
Age-standardized suicide rates (per 100 000 population),Latvia,2002,27.12
Age-standardized suicide rates (per 100 000 population),Eswatini,2002,27.24
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2002,27.43
Age-standardized suicide rates (per 100 000 population),Suriname,2002,27.68
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2002,27.92
Age-standardized suicide rates (per 100 000 population),South Africa,2002,28.02
Age-standardized suicide rates (per 100 000 population),Malawi,2002,28.06
Age-standardized suicide rates (per 100 000 population),Togo,2002,28.22
Age-standardized suicide rates (per 100 000 population),Serbia,2002,28.36
Age-standardized suicide rates (per 100 000 population),Gabon,2002,28.86
Age-standardized suicide rates (per 100 000 population),Angola,2002,28.96
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2002,29.7
Age-standardized suicide rates (per 100 000 population),Finland,2002,29.73
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2002,29.8
Age-standardized suicide rates (per 100 000 population),Honduras,2002,3.02
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2002,3.02
Age-standardized suicide rates (per 100 000 population),Albania,2002,3.03
Age-standardized suicide rates (per 100 000 population),Libya,2002,3.1
Age-standardized suicide rates (per 100 000 population),Armenia,2002,3.1
Age-standardized suicide rates (per 100 000 population),Jamaica,2002,3.11
Age-standardized suicide rates (per 100 000 population),Paraguay,2002,3.12
Age-standardized suicide rates (per 100 000 population),El Salvador,2002,3.15
Age-standardized suicide rates (per 100 000 population),Ghana,2002,3.16
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2002,3.17
Age-standardized suicide rates (per 100 000 population),Peru,2002,3.17
Age-standardized suicide rates (per 100 000 population),Jordan,2002,3.2
Age-standardized suicide rates (per 100 000 population),Bangladesh,2002,3.26
Age-standardized suicide rates (per 100 000 population),Philippines,2002,3.26
Age-standardized suicide rates (per 100 000 population),Slovakia,2002,3.3
Age-standardized suicide rates (per 100 000 population),Algeria,2002,3.31
Age-standardized suicide rates (per 100 000 population),Bahrain,2002,3.36
Age-standardized suicide rates (per 100 000 population),Iraq,2002,3.37
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2002,3.38
Age-standardized suicide rates (per 100 000 population),Tonga,2002,3.41
Age-standardized suicide rates (per 100 000 population),Grenada,2002,3.42
Age-standardized suicide rates (per 100 000 population),Turkey,2002,3.43
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2002,3.46
Age-standardized suicide rates (per 100 000 population),Lebanon,2002,3.59
Age-standardized suicide rates (per 100 000 population),South Sudan,2002,3.63
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2002,3.64
Age-standardized suicide rates (per 100 000 population),Indonesia,2002,3.64
Age-standardized suicide rates (per 100 000 population),Egypt,2002,3.74
Age-standardized suicide rates (per 100 000 population),Greece,2002,3.74
Age-standardized suicide rates (per 100 000 population),Paraguay,2002,3.75
Age-standardized suicide rates (per 100 000 population),Sudan,2002,3.79
Age-standardized suicide rates (per 100 000 population),Kuwait,2002,3.79
Age-standardized suicide rates (per 100 000 population),Portugal,2002,3.83
Age-standardized suicide rates (per 100 000 population),Romania,2002,3.85
Age-standardized suicide rates (per 100 000 population),Tunisia,2002,3.88
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2002,3.88
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2002,3.93
Age-standardized suicide rates (per 100 000 population),Cameroon,2002,30.03
Age-standardized suicide rates (per 100 000 population),Uruguay,2002,30.11
Age-standardized suicide rates (per 100 000 population),Burundi,2002,30.29
Age-standardized suicide rates (per 100 000 population),Central African Republic,2002,30.43
Age-standardized suicide rates (per 100 000 population),Ukraine,2002,30.55
Age-standardized suicide rates (per 100 000 population),Congo,2002,30.63
Age-standardized suicide rates (per 100 000 population),Rwanda,2002,31.09
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2002,31.83
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2002,33.44
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2002,33.97
Age-standardized suicide rates (per 100 000 population),Kiribati,2002,34.5
Age-standardized suicide rates (per 100 000 population),Zambia,2002,34.54
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2002,34.78
Age-standardized suicide rates (per 100 000 population),Vanuatu,2002,35.46
Age-standardized suicide rates (per 100 000 population),Eritrea,2002,35.87
Age-standardized suicide rates (per 100 000 population),Mozambique,2002,36.75
Age-standardized suicide rates (per 100 000 population),Uganda,2002,36.79
Age-standardized suicide rates (per 100 000 population),Mongolia,2002,37.23
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2002,38.31
Age-standardized suicide rates (per 100 000 population),Belarus,2002,38.72
Age-standardized suicide rates (per 100 000 population),Slovenia,2002,38.74
Age-standardized suicide rates (per 100 000 population),Hungary,2002,38.79
Age-standardized suicide rates (per 100 000 population),Guyana,2002,39.77
Age-standardized suicide rates (per 100 000 population),Jordan,2002,4.11
Age-standardized suicide rates (per 100 000 population),Mexico,2002,4.15
Age-standardized suicide rates (per 100 000 population),Argentina,2002,4.18
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2002,4.22
Age-standardized suicide rates (per 100 000 population),Ireland,2002,4.27
Age-standardized suicide rates (per 100 000 population),Bahamas,2002,4.29
Age-standardized suicide rates (per 100 000 population),United States of America,2002,4.31
Age-standardized suicide rates (per 100 000 population),Peru,2002,4.36
Age-standardized suicide rates (per 100 000 population),Paraguay,2002,4.39
Age-standardized suicide rates (per 100 000 population),Algeria,2002,4.43
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2002,4.47
Age-standardized suicide rates (per 100 000 population),Guatemala,2002,4.54
Age-standardized suicide rates (per 100 000 population),Poland,2002,4.57
Age-standardized suicide rates (per 100 000 population),Bhutan,2002,4.58
Age-standardized suicide rates (per 100 000 population),Australia,2002,4.62
Age-standardized suicide rates (per 100 000 population),Mauritania,2002,4.63
Age-standardized suicide rates (per 100 000 population),Tajikistan,2002,4.63
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2002,4.64
Age-standardized suicide rates (per 100 000 population),Cambodia,2002,4.65
Age-standardized suicide rates (per 100 000 population),Maldives,2002,4.69
Age-standardized suicide rates (per 100 000 population),Mauritius,2002,4.71
Age-standardized suicide rates (per 100 000 population),Czechia,2002,4.72
Age-standardized suicide rates (per 100 000 population),Brazil,2002,4.77
Age-standardized suicide rates (per 100 000 population),Myanmar,2002,4.78
Age-standardized suicide rates (per 100 000 population),Albania,2002,4.82
Age-standardized suicide rates (per 100 000 population),Egypt,2002,4.83
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2002,4.87
Age-standardized suicide rates (per 100 000 population),Viet Nam,2002,4.88
Age-standardized suicide rates (per 100 000 population),Colombia,2002,4.88
Age-standardized suicide rates (per 100 000 population),Malta,2002,4.89
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2002,4.9
Age-standardized suicide rates (per 100 000 population),Canada,2002,4.9
Age-standardized suicide rates (per 100 000 population),Ecuador,2002,4.92
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2002,4.92
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2002,4.98
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2002,41.09
Age-standardized suicide rates (per 100 000 population),Botswana,2002,42.19
Age-standardized suicide rates (per 100 000 population),Lithuania,2002,42.26
Age-standardized suicide rates (per 100 000 population),Lesotho,2002,42.55
Age-standardized suicide rates (per 100 000 population),Suriname,2002,43.86
Age-standardized suicide rates (per 100 000 population),South Africa,2002,44.32
Age-standardized suicide rates (per 100 000 population),Namibia,2002,45.67
Age-standardized suicide rates (per 100 000 population),Estonia,2002,46.04
Age-standardized suicide rates (per 100 000 population),Russian Federation,2002,46.11
Age-standardized suicide rates (per 100 000 population),Latvia,2002,47.83
Age-standardized suicide rates (per 100 000 population),Tonga,2002,5
Age-standardized suicide rates (per 100 000 population),Honduras,2002,5.11
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2002,5.15
Age-standardized suicide rates (per 100 000 population),Nigeria,2002,5.18
Age-standardized suicide rates (per 100 000 population),Iraq,2002,5.18
Age-standardized suicide rates (per 100 000 population),Tunisia,2002,5.24
Age-standardized suicide rates (per 100 000 population),Netherlands,2002,5.24
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2002,5.26
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2002,5.31
Age-standardized suicide rates (per 100 000 population),Germany,2002,5.35
Age-standardized suicide rates (per 100 000 population),Indonesia,2002,5.36
Age-standardized suicide rates (per 100 000 population),Turkey,2002,5.41
Age-standardized suicide rates (per 100 000 population),Italy,2002,5.41
Age-standardized suicide rates (per 100 000 population),Sudan,2002,5.45
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2002,5.45
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2002,5.45
Age-standardized suicide rates (per 100 000 population),Libya,2002,5.48
Age-standardized suicide rates (per 100 000 population),Algeria,2002,5.55
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2002,5.72
Age-standardized suicide rates (per 100 000 population),Thailand,2002,5.74
Age-standardized suicide rates (per 100 000 population),Iceland,2002,5.74
Age-standardized suicide rates (per 100 000 population),Armenia,2002,5.74
Age-standardized suicide rates (per 100 000 population),Malaysia,2002,5.77
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2002,5.78
Age-standardized suicide rates (per 100 000 population),Bulgaria,2002,5.81
Age-standardized suicide rates (per 100 000 population),Israel,2002,5.83
Age-standardized suicide rates (per 100 000 population),Nicaragua,2002,5.85
Age-standardized suicide rates (per 100 000 population),Panama,2002,5.88
Age-standardized suicide rates (per 100 000 population),Pakistan,2002,5.9
Age-standardized suicide rates (per 100 000 population),El Salvador,2002,5.92
Age-standardized suicide rates (per 100 000 population),Norway,2002,5.97
Age-standardized suicide rates (per 100 000 population),Central African Republic,2002,50.39
Age-standardized suicide rates (per 100 000 population),Eswatini,2002,51.14
Age-standardized suicide rates (per 100 000 population),Ukraine,2002,57.33
Age-standardized suicide rates (per 100 000 population),Denmark,2002,6
Age-standardized suicide rates (per 100 000 population),New Zealand,2002,6.07
Age-standardized suicide rates (per 100 000 population),Mauritania,2002,6.1
Age-standardized suicide rates (per 100 000 population),Bangladesh,2002,6.1
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2002,6.11
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2002,6.14
Age-standardized suicide rates (per 100 000 population),Luxembourg,2002,6.15
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2002,6.18
Age-standardized suicide rates (per 100 000 population),Yemen,2002,6.23
Age-standardized suicide rates (per 100 000 population),Madagascar,2002,6.23
Age-standardized suicide rates (per 100 000 population),Oman,2002,6.29
Age-standardized suicide rates (per 100 000 population),Spain,2002,6.31
Age-standardized suicide rates (per 100 000 population),Bhutan,2002,6.46
Age-standardized suicide rates (per 100 000 population),Senegal,2002,6.46
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2002,6.46
Age-standardized suicide rates (per 100 000 population),Angola,2002,6.49
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2002,6.5
Age-standardized suicide rates (per 100 000 population),Austria,2002,6.5
Age-standardized suicide rates (per 100 000 population),Cambodia,2002,6.58
Age-standardized suicide rates (per 100 000 population),Tajikistan,2002,6.58
Age-standardized suicide rates (per 100 000 population),Albania,2002,6.59
Age-standardized suicide rates (per 100 000 population),Grenada,2002,6.6
Age-standardized suicide rates (per 100 000 population),Gabon,2002,6.61
Age-standardized suicide rates (per 100 000 population),Liberia,2002,6.64
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2002,6.65
Age-standardized suicide rates (per 100 000 population),Tonga,2002,6.67
Age-standardized suicide rates (per 100 000 population),Niger,2002,6.73
Age-standardized suicide rates (per 100 000 population),Sweden,2002,6.83
Age-standardized suicide rates (per 100 000 population),Croatia,2002,6.86
Age-standardized suicide rates (per 100 000 population),Guinea,2002,6.89
Age-standardized suicide rates (per 100 000 population),Malawi,2002,6.91
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2002,6.95
Age-standardized suicide rates (per 100 000 population),Mali,2002,6.95
Age-standardized suicide rates (per 100 000 population),Viet Nam,2002,6.98
Age-standardized suicide rates (per 100 000 population),Kiribati,2002,60.56
Age-standardized suicide rates (per 100 000 population),Guyana,2002,65.38
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2002,68.74
Age-standardized suicide rates (per 100 000 population),Botswana,2002,69.27
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2002,7.02
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2002,7.07
Age-standardized suicide rates (per 100 000 population),Kenya,2002,7.07
Age-standardized suicide rates (per 100 000 population),Iraq,2002,7.1
Age-standardized suicide rates (per 100 000 population),Malta,2002,7.16
Age-standardized suicide rates (per 100 000 population),Sudan,2002,7.17
Age-standardized suicide rates (per 100 000 population),Maldives,2002,7.23
Age-standardized suicide rates (per 100 000 population),Mexico,2002,7.23
Age-standardized suicide rates (per 100 000 population),Costa Rica,2002,7.25
Age-standardized suicide rates (per 100 000 population),South Sudan,2002,7.26
Age-standardized suicide rates (per 100 000 population),Gambia,2002,7.27
Age-standardized suicide rates (per 100 000 population),Cuba,2002,7.3
Age-standardized suicide rates (per 100 000 population),Comoros,2002,7.32
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2002,7.33
Age-standardized suicide rates (per 100 000 population),Georgia,2002,7.34
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2002,7.36
Age-standardized suicide rates (per 100 000 population),Uruguay,2002,7.36
Age-standardized suicide rates (per 100 000 population),Qatar,2002,7.37
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2002,7.4
